EmployerId,ClientTenure,Employees,Industry,NetworkStrength,ZipCode
631487283,37,62,I27,0.2225,21234
717910,10,131,I20,0.5114,97202
394106382,27,42,I21,0.1774,18901
1069191,7,17,I27,0.1790,06762
322739033,4,94,I22,-0.0451,56003
768102,31,3,I22,0.3079,98233
485388,25,3,I07,0.1790,06405
535580688,28,211,I27,0.1056,60601
751408,8,47,I23,0.5733,12205
818139,15,17,I21,-0.2378,01887
387581839,21,15,I15,-0.2356,79601
495552,25,11,I16,-0.4309,35223
848683,11,20,I23,0.2656,32726
252606181,24,94,I22,0.0561,53209
555664,13,23,I21,0.5411,91108
610164,10,131,I01,0.0636,47274
538711895,2,4458,I23,0.5766,43230
493742115,7,1534,I23,-0.3161,58078
171039725,5,12,I27,-0.3893,14810
653373,12,42,I24,-0.0555,02108
386823657,3,10,I27,0.0558,94102
298619388,16,19,I22,0.7818,45414
133846388,19,981,I09,0.6907,48034
514601,28,12,I21,-0.6141,73703
803079,9,12,I23,-0.0333,06108
785327,26,32,I13,0.2014,06901
313273659,4,597,I23,0.6721,44087
621769,3,11,I19,0.6770,92692
698985,16,11,I13,-0.3611,70001
484428,10,7,I02,-0.2816,53719
232337207,20,261,I27,0.1056,60614
21884362,15,444,I21,0.8537,94501
785652,29,15,I20,0.2394,02747
638578,8,33,,-0.9138,54913
660035,10,19,I07,0.6907,48033
663003,13,12,,0.0031,19312
269689785,14,10,I20,-0.2462,53051
337070450,4,10,I25,0.3494,10977
219725959,8,15,I26,-0.2674,83001
71475008,6,15,I19,-0.7762,57032
339706609,4,27,I24,0.9698,44333
702816,32,25,I16,0.4332,20190
663424,7,11,I14,0.4721,80206
691542,8,10,I16,0.1011,77379
853652,11,2,I15,-0.7015,07825
771946,17,55,I22,0.3493,19013
440825,14,16,I22,0.1281,02638
555071,9,11,I13,0.3866,55114
611408,49,56,I20,-0.0188,01844
545654705,2,17,I22,0.4914,81007
216162783,5,12,I22,-0.4575,79008
782821,10,21,I12,-0.0188,01915
478828538,3,27,I26,0.4933,10707
722904,7,17,I22,0.1056,60173
12143189,7,1,I12,-0.6911,59521
273861670,4,15,I23,0.6907,48328
550782042,2,5,I11,-0.5769,05672
645180,8,11,I19,0.1126,46825
615119347,1,69,,1.0705,27265
377097118,23,51,I07,-0.6626,78551
607444804,24,99,I21,0.2078,04459
717427,21,3,I27,0.3197,32803
490178,7,2,I27,0.2197,23219
388331308,3,2,,0.6770,92614
459320,14,2,I27,-0.2538,26164
867531,10,10,I11,0.2923,20005
755115,9,56,I13,0.5411,90071
497422730,29,31,I27,-0.1242,07656
793013,7,25,I18,0.7450,80111
722064,13,41,I23,-0.0766,49686
511128,12,3,I27,-0.1124,55403
674832658,1,10,,0.7132,49512
99735223,6,12,I25,0.1805,76013
593062754,8,280,I03,0.5733,12205
762863,10,49,I22,-0.0939,45801
378745898,29,179,I22,0.5411,90040
801514,11,2,I14,-0.2189,66603
631392513,32,88,I13,0.3413,78701
676563,12,2,I24,0.8190,30309
695376666,2,231,,0.7062,30346
748917,9,14,I13,0.7450,80237
419448536,3,4,I27,-0.0879,18503
649667258,1,9,,0.4271,55449
58115172,6,16,I27,0.4125,94301
718397,7,51,I20,0.7132,49321
568647,24,5,I14,0.4146,32202
695254,8,7,I09,0.1056,60606
722678,15,18,I20,0.2014,06801
376014708,3,5,,0.1774,18914
684929482,7,18,I22,-0.5999,04043
631138081,1,283,I24,0.3749,75201
323282304,4,33,I11,0.6297,22314
70980220,6,14,,-0.8071,75703
640657,10,304,I27,0.6887,96813
19021761,7,9,I19,0.6648,14043
668497,10,25,I27,0.6770,92618
20810152,7,79,I26,-0.8657,27409
643254616,1,32,,-0.5883,55901
636407261,1,6,,0.6284,92010
569082,26,2,I12,1.7257,38701
662459124,1,21,,-0.2305,67216
150599756,5,22,I27,0.3904,95927
419780784,3,2,I27,?,44155
445895919,24,33,I27,0.2370,19462
782141,25,2,I22,1.4919,30143
255335384,4,36,I14,0.6928,27603
499828086,2,13,I20,0.0777,98901
868407,18,5,I09,0.1750,20175
474648,24,10,I14,0.0031,19073
670412,26,2,I19,0.5768,11501
705719822,28,214,,-0.4715,61032
33445360,7,14,I23,0.4332,20151
499065,11,6,I27,0.6770,92705
468639,25,3,I20,0.8078,95240
847239,18,12,I12,0.2923,20016
537029,8,15,I20,-0.4519,32110
29147725,20,33,I21,0.8253,44134
592966,28,267,I01,-0.2816,53719
660468,8,43,I23,-0.7338,79109
535067162,15,270,I13,0.2923,20037
671902,10,5,I24,0.4933,10573
526954,22,2,I19,0.2655,55057
609377591,1,30,I24,0.6284,92121
595442,21,3,I20,0.2465,45215
414536166,3,12,I09,-0.5895,27560
270020804,4,16,I24,0.1249,96097
400244391,3,17,I19,-0.8285,53533
773366,9,18,I21,0.4326,29907
495190643,2,11,I22,-0.1406,60177
567383,14,32,I01,0.8472,44055
466486,8,13,I22,0.4496,94070
827183,23,28,I27,0.6297,22314
255123620,16,20,I20,-0.1124,55438
524622666,2,4,I19,-0.6843,97702
293099944,4,11,I21,0.7692,38654
438020619,3,83,I19,0.1668,74023
560477242,2,59,I23,-0.1249,78216
317159229,4,854,I11,0.4731,33610
86549205,16,97,I23,0.6648,14221
530716053,2,12,I22,0.2655,55121
203278756,5,50,I27,0.2372,46385
48791983,6,16,,-0.0760,04660
301595899,26,10,I07,-0.9505,21601
416190499,3,156,I25,-0.0382,59801
245450810,28,25,I21,-0.2097,15221
43324935,6,14,I20,0.4010,28115
558299511,24,90,I25,0.1839,14607
460144126,15,17,I11,0.0031,19073
498716,14,3,,0.2923,20011
252986661,5,17,I27,-0.1424,60042
625519883,10,66,I19,0.4896,84115
400912655,25,188,I27,0.1337,60435
109018590,6,24,I23,-0.5159,62568
532290508,51,119,I13,0.8190,30363
552947,10,15,I27,0.5411,90011
421875791,18,67,I20,0.1056,60018
661018,22,2,I15,0.1790,06437
708558,37,74,,0.5276,54650
652404,9,29,I25,0.4896,84121
468500,16,13,I11,-0.1124,55437
610738474,1,6,,0.6284,92101
632144,19,2,I22,-0.1124,55343
447215,30,12,I20,0.2401,28273
620464,10,687,I20,-0.0333,06110
867981,22,12,I20,0.3246,49003
701421,33,221,I22,0.2052,45030
799411,14,105,,-0.0333,06032
626294,7,96,I27,0.1354,96732
756057,11,9,I15,?,01938
474413,22,28,I20,0.7062,30030
346807878,9,125,I27,-0.1704,27513
627089316,1,85,I27,-0.5005,70601
351336036,4,13,I17,-0.6972,79922
806746,13,74,I20,0.1011,77024
437993,18,65,I07,0.4868,97239
699042675,2,385,,-0.3338,67401
445937,23,393,I26,-0.4309,35243
387467224,3,22,,0.3200,37210
182773849,21,6,I02,0.3085,16066
614518866,1,11,,0.8537,94544
433503349,15,30,I11,-0.3488,73101
625372412,1,36,I12,0.2394,02767
618831,13,10,I07,0.1273,02346
284428233,33,52,I13,-0.0801,07928
338136123,4,20,I07,0.4271,55433
609179,26,3,I13,0.3918,10007
442227,24,26,I21,0.7194,33125
572028,13,46,I20,-0.0555,02119
674159,19,2,I20,0.1787,77301
104287096,22,18,I14,-0.1375,27510
600373518,2,42,,0.4896,84115
623794532,37,62,I13,0.5411,90067
799175,26,2,I15,-0.2097,15201
562847618,2,3,I27,0.5411,91311
641074708,32,32,I22,2.0892,44432
432178535,3,31,I11,0.0558,94111
421427388,3,18,I22,-0.5635,57104
145442622,6,13,I27,-0.1124,55305
129154570,6,77,I22,-0.2816,53562
549566,32,21,,0.3793,07724
622681209,1,23,I27,0.5516,11385
685163815,1,12,I25,?,?
244025726,5,4,I12,0.5411,91355
683757998,1,176,,0.3413,78758
808163,19,1989,I18,0.1011,77002
572969,21,5,I03,-0.5837,82070
523509,15,19,I22,0.2229,38016
867594,22,7,,0.7062,30329
440576810,3,68,I20,0.1538,45502
401580322,21,39,I25,0.8877,80002
771382,27,14,I07,0.5411,90025
479062517,24,81,I23,0.7163,80907
341409553,4,32,I20,-1.4830,56473
524723,13,3,I27,0.5411,90013
543323,27,11,I27,-0.3405,52402
646898,9,11,I19,-0.3581,16611
777942,11,32,I21,0.1056,60163
716203,7,13,I13,0.2465,45202
704441,28,237,I13,0.7129,48226
71135645,6,15,I27,0.1055,29115
388275397,3,11,I27,0.4648,33480
158556610,5,152,I20,-0.2777,01260
728550,18,18,I19,0.3413,71111
670597111,1,6,,0.5411,90245
225710498,7,3,I26,?,58416
665594914,29,884,,-0.4502,97470
617384,15,3,I15,0.0031,19380
844315,24,8,I20,0.1056,60007
394090794,3,51,I20,0.6690,80514
448205061,32,5,I27,0.2465,45231
313884321,23,47,I07,-0.2816,53562
396787825,3,53,I09,0.1530,98104
654300,16,6,I07,1.4919,30189
652052373,1,42,,0.1942,46410
614303056,1,105,I23,-0.9264,77845
772775,20,5,I21,0.6117,40202
595714580,30,520,I20,0.1056,60606
799864,17,17,I26,0.2683,87325
662303,26,18,I27,0.3088,01301
673464,23,14,I20,0.4542,11716
543343,20,13,I27,-0.9347,78573
376379672,49,114,I24,-0.2378,01852
169152513,5,42,,0.4496,94303
265710862,4,801,I21,-0.1623,61025
504568,16,74,I26,-0.8217,74450
473680,8,17,I27,0.1056,60074
858126,23,132,I09,?,?
647004,16,1,I27,0.1805,76107
121988905,7,63,I27,0.3394,68124
656799879,1,41,,0.3866,55113
430357565,3,9,I13,0.2785,19103
673403778,17,480,I23,-0.2453,02090
639672618,32,80,,0.2819,23223
317422600,4,31,I17,0.4381,08019
767378,13,4,I26,-0.7015,07874
837345,8,21,I14,-1.1068,77871
195687328,5,10,I27,0.4645,95354
549525,8,28,I22,0.1895,29483
626147502,1,59,I20,0.3793,07746
109117492,6,22,I23,0.6648,14226
91837809,7,7,I22,0.5766,43207
705239,18,18,I02,0.8190,30318
583983,32,21,I27,0.1882,64114
452305651,27,125,I07,0.4789,32746
125799748,6,59,I19,-1.2575,30901
575319,22,2,I27,0.2655,55118
571346,24,43,I25,0.7129,48206
466263,16,12,I15,0.1538,45365
376035469,3,22,I27,0.5821,46282
796626,74,1,,0.7075,33069
500083084,2,37,I22,0.5491,98272
471044335,3,17,I27,0.5612,30736
781670,16,25,I09,-0.1444,73139
140861209,6,16,I24,0.5411,90822
525654174,2,22,I19,0.0031,19355
264830742,4,2,I02,0.5411,91107
491023856,2,37,I02,0.1056,60607
577259778,2,9,I27,-1.5660,75845
643172,12,3,,-0.1181,62223
464621,21,646,I27,0.3918,10020
571333175,28,784,I11,0.6255,23238
555623186,2,11,I26,0.5114,97038
510161224,6,25,,0.4542,11952
408408543,3,19,I23,-0.7762,57108
544257088,2,14,I25,0.6201,11229
577820,8,7,,0.5411,90247
867630,13,10,I12,-0.1254,36854
489966574,15,2,I20,-0.3161,58078
762267,15,22,I24,-0.4655,52246
690792,20,10,I07,-0.5977,17109
460799715,12,8182,I01,0.7129,48226
743576,28,2,I16,0.4352,43081
536926982,2,30,I12,?,01801
450861431,3,79,I27,0.0709,49068
593097921,2,119,I22,0.1011,77041
486619,8,45,I22,-0.1531,65231
338735107,5,4,I12,0.6770,92627
693637,9,25,I09,-0.1124,55425
650525100,1,5,,0.6277,95062
243694526,5,9,I12,-0.4309,35242
506927099,2,7,I16,0.1126,46706
460681,7,15,I12,0.1839,14623
92392584,27,11,I27,0.6770,92802
72556334,24,38,I13,-0.1265,07039
415973267,3,10,I24,0.5821,46202
820236,24,11,I23,0.4271,55330
626753085,1,601,,0.4961,37831
460744,28,4,,-0.2378,01879
743625,9,6,I24,-0.4440,97401
463590945,60,84,I24,0.3918,10016
385977701,3,678,I25,0.7450,80246
482301032,10,102,I24,0.8253,44114
611478837,1,13,I22,0.2225,21244
708871566,1,21,,0.3246,49007
509338144,20,18,I27,0.1815,60563
513955,7,12,I23,-0.3161,58102
62186756,6,30,I11,0.7208,70808
630153632,1,109,I18,0.3918,10011
765902,24,25,I20,0.1226,63084
656285,8,13,I17,0.2834,31792
42708930,6,11,I22,-0.5918,58602
716227,9,48,I20,1.0891,30501
748652,15,85,I27,0.6284,92127
741137,18,32,,0.5165,28147
577155111,2,83,I25,0.2008,21213
610163,10,21,I15,0.7132,49503
450056,14,19,I26,0.4730,71251
716004,21,3,I20,-0.0802,01420
795434,8,9,I13,0.4405,78626
281839429,4,22,I27,0.5768,11559
504039,13,14,I15,0.1805,76054
650412748,1,18,,0.2401,28031
476797,8,6,I26,-0.0879,18640
344734442,4,38,I21,0.5401,87111
823854,4,11,I23,0.6887,96817
60641892,18,79,I19,0.1815,60563
706484089,1,67,,0.2229,38125
49903196,6,1,I27,0.4146,32216
797793,23,13,I20,0.0246,70471
62455890,6,31,I18,0.3749,75201
501768,26,8,I11,0.5733,12210
397750907,3,22,I09,0.2785,19107
610787,22,7,I15,0.4184,20109
311651597,4,41,I20,-0.0168,52003
638816014,30,3585,I04,0.3918,10154
722052,9,27,I27,0.5030,93257
615254693,1,38,I19,-0.7338,79109
686392,26,129,I27,0.1882,64050
676032965,8,31,I14,0.3197,32789
648950387,1,14,,0.6201,11215
561563,8,103,I22,0.8537,94621
190873317,13,12,I19,0.4352,43065
770521,9,38,I15,0.9319,80403
174288306,18,59,I20,-0.2816,53562
434924,16,2,I27,?,05301
703502,20,1,I20,0.3855,41094
582405,17,12,I07,0.9689,30005
443322074,3,20,I21,0.3749,76051
268645090,4,6,I27,0.6770,92673
643066,8,10,I27,-0.4682,14512
385218384,3,13,I22,0.8877,80002
699352,8,43,I22,0.1007,63132
459268,9,13,I16,0.1226,63005
184214058,5,15,I12,-0.9146,55987
520659,15,67,I22,0.3564,78130
528627381,27,2,I07,0.8877,80003
485934704,11,73,I02,-0.2097,15220
542407,15,51,I27,0.4933,10536
4467965,7,7,,0.3413,78745
603025013,2,17,I26,0.1530,98101
486700,28,78,I27,0.3078,87506
505724,27,11,I22,0.2225,21224
482628,33,45,I20,0.7381,95472
770938,18,39,I09,0.4125,95138
523437,15,8,I22,0.2691,22101
673744,18,25,I27,-0.2097,15147
613496697,7,6,I14,0.3866,55101
474500979,3,20,I19,0.6859,48314
569772,7,31,I05,0.1056,60642
614901,9,208,I24,0.3866,55103
774554,9,26,I19,0.6648,14217
509998,48,8,I12,0.1183,08648
803139,26,46,I27,0.3200,37211
545813,12,10,,0.4721,80201
574877,8,88,I19,0.6996,80538
191506722,5,388,I27,0.6111,84003
450029,34,71,I27,0.0000,21042
846733,14,4,I21,0.2225,21224
628820461,1,11,,0.1530,98199
703210874,1,84,,0.2965,20850
627153277,1,11,I20,-0.3153,39564
460628,23,52,I12,0.0983,08109
449914566,3,10,I09,0.5835,46033
256882987,4,17,I20,0.4496,94063
145088128,6,21,I24,-0.9068,54901
712480,11,12,I22,0.4118,61832
433261144,26,29,I21,0.5411,91405
498039,26,11,I16,0.4187,20774
275394031,4,183,I20,-0.8272,71602
797425,25,27,I18,-0.4309,35023
650278236,1,23,I23,0.1056,60527
614830,7,14,I11,0.4352,43017
685786871,3,28,,0.3760,84074
609142841,3,16,I21,-0.1124,55369
573610,8,28,I20,0.5411,91706
509274,11,231,I20,-0.3820,43515
750626,11,16,I08,-0.1124,55401
438947,30,318,I26,0.1007,63141
424155496,3,48,I14,0.1530,98188
552727,17,12,I09,0.3793,07724
588518744,2,86,,0.4896,84116
416369698,3,14,I27,-0.7931,53406
732269,16,15,I27,0.3023,02891
509576100,2,28,I22,0.9627,49315
556870442,2,10,I22,0.1056,60803
472364,10,17,I21,-0.6589,04122
307613510,4,41,I19,0.1056,60016
346718562,10,616,I26,0.7242,10455
166385993,5,18,I09,0.4146,32202
869401,9,62,I27,0.6243,30442
732933,7,4,I27,-0.1249,78216
280453004,23,14,,0.7577,94553
314036825,4,4,,-0.4309,35243
313150170,4,15,I11,0.2946,07470
265139203,4,32,,0.3918,10014
48473873,6,3,,0.4332,22044
50961802,6,17,,0.4496,94025
544022203,16,3071,I20,0.1011,77027
608110874,1,1379,I27,0.4039,28052
635487527,2,11,I12,0.7062,30328
452220,33,29,I13,0.5411,91436
674963,27,8,I13,0.4146,32202
743260,30,6,I02,0.2225,21093
458032,28,279,I22,-0.2378,02155
844479,41,11,,0.1560,31545
399942722,3,47,I11,0.4961,37830
737484,8,2,I15,-0.1460,07938
734998,18,15,I27,0.5411,90067
428228318,3,33,I23,-0.6589,04106
623851,23,4,I13,0.8138,30062
569349,8,46,,0.3749,75225
532058167,2,21,I09,-0.0802,01772
548391414,29,23,I15,-0.8393,66049
277314677,4,88,I19,0.2920,85345
10482415,11,3,I11,0.2259,20701
32456922,7,22,I24,0.4332,22151
285636315,10,9,I09,0.1056,60661
781313,24,5,I14,0.2965,20855
490605,8,24,I26,0.1056,60603
689448908,1,10,,-0.1124,55439
698702,27,7,I21,-0.1249,78216
710341159,4,16,,0.0978,29601
501226371,16,21,I27,0.9689,30097
749739,8,20,I23,0.3394,68127
469028726,3,42,I27,-0.3581,16693
522270817,22,24,I07,0.6907,48084
553181702,2,21,I27,0.4332,20190
450898474,8,46,I11,0.3749,75202
585318,20,1118,I26,0.7873,93536
627222,11,15,I26,-0.0710,01060
506731389,2,35,I20,-1.4388,28405
594351,17,7,I13,0.4933,10604
609531,18,223,I18,0.1011,77042
868981,25,17,I20,0.7129,48174
647909,25,3,I20,0.0397,37363
589163,15,111,I20,0.0558,94103
634067465,31,75,I12,-0.0671,48507
661259,23,150,I25,0.7961,52531
829156,24,2,I11,0.7062,30326
751467,11,16,I20,0.2099,43055
281097138,12,58,I21,-0.1124,55343
509764715,2,12,I22,0.0966,61802
141044122,6,40,I20,0.2402,43812
849761,9,29,I19,-0.3701,32303
705333,26,15,I13,0.3918,10017
582851336,2,2,,0.4125,95125
170969528,5,16,I20,0.4628,13045
358080279,4,78,I20,-0.4360,62401
580890541,2,9,,0.5411,90025
799413,7,4,I27,-0.5977,17112
816408,32,49,I19,0.5411,90248
558271971,2,16,I17,-0.0953,27516
576176,9,23,I27,0.2225,21215
626160155,1,33,,0.6770,92614
527285,12,139,I13,0.0978,29601
598979012,2,264,I27,-0.0492,68025
299735635,4,10,I27,0.4146,32216
643505310,12,23,I16,0.3918,10017
52267673,20,26,I14,0.4332,22033
174192860,5,26,I24,1.0332,66502
469191523,3,34,I19,-0.5275,46763
691982121,1,5,,0.9913,95661
534847,13,2,I24,0.3102,77479
40546203,14,18,I13,0.8643,95833
57195056,6,13,I20,-0.4276,35124
825352,15,3,I27,0.8643,95825
316354931,4,17,I27,0.8537,94588
759234,31,26,I14,0.5733,12210
500351,8,41,I11,0.3866,55101
13686982,7,15,I19,-0.7379,58203
702711,9,8,I13,0.3918,10022
475568773,3,4,I22,0.4496,94402
808500,16,5,I27,0.4332,22079
266358343,4,45,I27,0.8253,44131
628220600,1,22,I18,-0.3004,78026
688834,21,17,I20,-0.2816,53508
528641,10,43,I19,0.8109,48624
718770,9,29,I16,0.5411,90024
84376735,6,10,I20,-0.3541,61103
571132,26,11,I20,0.4163,38060
842932,23,58,I21,-0.2378,01887
462251987,32,34,I13,-0.4381,81501
524833,28,2,I13,-0.6972,79901
320006110,12,16,,-0.1242,07446
499967611,2,18,I01,-0.3821,03103
636298777,22,105,I25,0.4685,46506
46365149,32,24,I13,0.0587,23510
787792,10,5,I27,0.4479,34983
650392226,1,3,I20,0.7818,45414
483313816,2,813,I09,0.8253,44145
693868,19,3,I11,0.4352,43081
657176,20,10,I07,0.6297,22314
622197,11,10,I14,0.8091,12508
493491,16,7,I27,0.1079,31087
791603,18,8,I26,0.2234,98584
426607248,3,23,I07,0.0397,37421
675246655,2,1,,?,?
630326422,1,18,I23,0.4896,84047
89909356,18,69,I27,-0.1704,27612
179166613,5,10,I24,-0.4381,81501
640183003,1,13,,0.6648,14221
608119628,18,8,I24,0.0389,85741
151631838,5,54,I19,0.8821,30044
868083,11,30,I27,-0.7319,25301
610098,26,1,I16,0.3918,10018
657602281,12,11,,-0.2453,02481
372002981,3,3,I27,0.2920,85256
439336,12,11,I14,0.4332,20190
428689541,3,10,I09,0.1530,98027
412092219,3,14,,0.4271,55014
572520424,2,351,I24,0.8138,30144
813145,30,16,I27,0.1056,60525
526375825,2,11,I19,0.4896,84081
596792,22,13,I08,0.0558,94107
840364,16,101,I27,0.5073,14303
581788,10,12,I12,0.1056,60659
494005579,2,13,I21,0.5411,91355
678320,14,17,I22,-0.0671,48507
756808,7,9,I14,0.1056,60018
644389715,1,23,,-0.5710,58701
631083,15,3,I27,0.6136,44714
528408,25,25,I25,0.2785,19131
777664,29,74,I21,0.2372,463043514
562030,9,98,I22,0.1056,60090
634786375,32,27,I25,0.8190,30076
476971,16,39,I23,0.1211,13601
59998045,8,21,I15,0.1530,98134
450781953,3,19,I21,0.6284,92025
803515,22,152,I20,-0.3581,16693
495182658,7,475,I01,0.5401,87110
669487518,1,2,,0.3197,32835
698617,20,19,I15,0.3918,10014
375715412,3,41,I27,-0.4101,50644
868091,21,10,I15,0.2370,19002
495946,43,17,I13,0.5411,90067
361982715,4,3,,-0.6589,04102
705209,21,76,I20,0.1905,08310
444681,9,90,I22,0.9968,92376
615295623,1,44,,0.8190,30009
281771014,4,83,I19,-0.3957,57703
605302,17,3,I27,0.6859,48310
366234197,4,21,I12,0.6648,14228
811156,8,59,I20,0.7839,16323
286280407,4,31,,-0.2097,15220
559205674,5,510,I09,0.6648,14052
580151,23,10,I15,0.9903,44095
429840360,3,39,I22,-0.0188,01843
536847544,2,43,I20,-0.8272,71602
488327069,3,357,I20,0.3918,10014
467475,17,44,I22,0.5411,90640
457505,18,15,I26,0.1983,87740
758120,27,28,I26,-0.2378,01742
524152,8,24,I19,0.2920,85225
446705940,9,16,I27,0.7163,80132
626952938,1,13,I26,-0.3821,03054
53217650,6,37,I23,0.6648,14206
468789156,11,432,I12,-0.9289,72401
457743578,3,21,I13,0.3749,75202
526813,8,6,I23,0.1839,14467
628021,9,7,I19,-0.6080,99328
834003,11,3,I20,0.7062,30328
788965,8,13,I26,0.7941,44512
663868853,1,34,,-0.2097,15145
217021978,40,403,I13,0.2197,23219
382711142,3,6,I22,0.5411,90670
594104730,2,28,I27,0.6648,14202
664317,9,33,I26,-0.7015,07871
372568428,9,730,I10,-0.2378,02141
509330137,18,98,I03,-0.4387,32548
269883384,4,120,I20,0.7062,32204
570547035,2,16,I27,0.2394,02780
270898872,34,31,I23,0.7132,49509
632540,31,13,I20,-1.2589,28759
437881806,3,100,I23,0.1839,14623
491756233,4,1081,I20,0.9689,30005
385047958,3,62,I20,0.6284,92029
544559233,2,10,I27,-0.5939,85609
706899144,5,263,,0.3918,10032
669140315,1,13,,0.2225,21204
508988490,2,66,I23,-0.2305,67215
155926493,5,26,I11,0.3849,48104
690404815,1,11,,-0.3026,31204
482344110,2,52,I11,0.4332,20191
653663671,1,15,,0.4125,95054
472173249,3,13,,0.2225,21117
439626173,18,73,I26,-0.8504,75567
335467176,32,522,I26,0.1530,98040
493876072,2,260,I20,-0.0801,07920
691553,21,21,I24,0.4215,29201
237395604,5,47,I27,0.6907,48381
245399981,5,92,I27,-0.2875,83801
228689331,5,25,I20,0.7818,45404
577072099,2,8,I19,0.1108,03865
663721395,1,20,,-0.6094,55792
51214215,31,39,I14,0.0397,37402
104865156,6,30,I26,-1.5528,65655
486877871,3,5,I27,0.8643,95834
470874,7,27,I21,0.4125,95112
456399479,21,95,I22,0.5411,90040
627828,19,17,I16,0.3918,10017
596732,20,3,I22,0.1815,60563
624812,36,25,I12,0.1839,14620
267717331,4,26,I19,0.5411,90260
635340,32,11,I07,-1.4388,28403
868892,32,28,I27,0.5411,90004
750560,10,6,I22,0.7450,80112
225992282,5,89,I20,0.8483,92879
591830302,2,63,I09,0.3413,78768
444459362,24,494,I20,-0.4309,35209
606822,14,2,I27,0.5114,97206
148322728,24,188,I13,0.2014,06901
472674581,12,236,I26,0.3918,10027
330826527,4,29,I20,0.1790,06516
636983,9,19,I07,-0.0802,01581
170440653,6,13,I18,0.7143,83837
570440,21,335,I27,0.0558,94129
263619407,4,4,I18,-0.8071,75701
501953,13,32,I09,0.2336,06320
535241355,3,60,I27,-0.2816,53703
204932570,5,12,I09,0.6770,92647
61590796,6,17,I24,0.6220,43623
405538785,3,47,I01,-0.8757,38556
669780,19,23,I20,0.1490,75442
69387195,33,24,I13,0.0558,94108
248070853,47,27,I12,0.0031,19382
239811155,27,16,I22,0.0178,77707
115469054,6,41,,-0.0583,62864
780059,23,87,I19,0.1805,76040
128103281,6,14,,0.3777,76207
749305,7,9,I02,0.2655,55337
776623,18,13,I27,-0.2816,53562-0645
840754,12,3,I16,-0.0161,83313
293733416,4,25,I14,0.3918,10011
610997,24,31,I24,0.4496,94402
131789806,6,4,I21,-0.0593,59864
201062046,5,81,I15,0.5821,46241
601056,16,21,I19,0.8223,48657
370249631,3,133,I09,0.0858,28078
241953074,5,31,I27,0.0257,64093
423455426,3,9,,0.4146,32202
712844,10,25,I22,0.8821,30518
572789,11,7,I11,0.1839,14614
562921,9,9,,0.2225,21043
64847372,18,73,I24,0.4332,20171
213956085,5,15,I24,0.1056,60602
481824959,3,14,I11,0.6284,92127
347969957,23,23,I11,0.6284,92008
853411,20,2,I23,0.6117,40214
770111,9,17,I27,-0.7319,25312
468916620,3,77,I23,0.5439,21918
757918,27,104,I27,-0.6879,25801
849836,31,18,I11,0.5041,55317
604257,8,6,I20,0.6725,49417
664325,24,2,I08,0.3918,10001
52399305,6,16,,0.6648,14206
675999430,41,721,I01,0.3918,10017
836955,39,6,I23,0.8780,37040
165136004,5,16,I24,0.3793,07719
253097265,31,123,I20,0.1007,63132
562649998,2,32,I27,0.2014,06854
228676329,7,57,I09,0.4125,94022
235827793,5,38,I19,-0.5653,54403
607031,22,9,I07,0.9689,30024
667686,8,15,I19,0.7818,45414
667690,12,7,I22,0.4868,97223
501326,17,12,I17,-0.6325,72204
304956468,4,16,I27,0.4125,95008
574024588,19,104,I27,0.3413,71101
611520,12,23,I09,-0.2378,01803
618806308,1,57,I09,-0.5860,50322
592266,17,13,I11,-0.1124,55431
473789,12,69,I26,0.8779,10314
379079719,3,15,I12,-0.8217,74403
385174664,23,2410,I21,-0.5370,58503
695744,19,6,I17,?,79241
630497523,1,9,,0.5411,90266
32309712,7,16,I21,0.0858,28269
608172,20,16,I27,-0.3104,65265
479161,23,13,I23,0.0764,57401
725872,9,64,I27,0.4332,22003
554209,8,27,I22,1.3716,44266
632836,26,22,I17,0.4645,95326
675857096,1,12,,0.8643,95608
659290493,1,9,,0.4125,95133
566912,19,64,I20,-0.0333,06489
576407,26,73,,-0.8641,27105
826444,28,27,I27,-0.2736,59715
10606529,7,14,I27,-0.5370,58502
807694,17,2,I19,0.1183,08542
442862,8,8,,-0.0333,06026
867607,34,45,I13,0.3413,78746
811302,33,16,I27,0.8372,12027
558933586,2,83,I12,0.7450,80210
372094941,12,435,I24,0.3918,10018
654085,27,861,I05,0.2923,20016
9198018,26,8,I22,-0.1124,55438
532320,29,11,I17,-0.1242,07670
395771358,4,20,I23,0.3381,46561
148184842,5,12,I24,-0.4575,79083
634939,19,15,I09,0.4868,97124
27510396,36,69,I12,-0.0333,06032
435709035,3,25,I12,-0.3405,52401
696072,8,9,I27,0.1056,60131
556129,19,18,I26,-0.5565,28303
241829899,5,21,I27,-1.3601,52136
605981,22,2,I27,0.0397,37402
819269,25,48,I14,0.1056,60641
825331,25,4,I16,0.1079,31061
479493,27,14,I27,0.3418,28327
549136518,2,30,I12,-0.7319,25302
801540,24,9,I27,-0.2097,15224
691227079,2,124,,0.2920,85032
135013325,6,23,I20,0.7577,94506
40714031,28,44,I12,0.7132,49546
720845,8,224,I24,0.5401,87109
594324418,8,8,I14,0.2923,20036
684166157,1,16,,-0.2294,29646
341912069,13,16,I10,-0.0801,07932
188784355,17,10,I27,0.7194,33130
386519519,3,22,I16,0.6907,48098
837036,14,24,I23,0.8253,44109
